,company_name,Type,Rating(K),Employees,Extra_Info
3850,Wirtgen India,Industrial Machinery,4.0,501-1k Employees,Pune +23 more
3851,Bliss Gvs Pharma,Pharma,3.9,501-1k Employees,39 years old
3852,Organic India,FMCG,4.1,501-1k Employees,Delhi/NCR +36 more
3853,Perkins,Engineering & Construction,4.5,51-200 Employees,Chennai +7 more
3854,Aarti Steels,Iron & Steel,4.0,1k-5k Employees,44 years old
3855,ITM Group of Institutions,Education & Training,3.9,1k-5k Employees,Mumbai +23 more
3856,Kalyani Motors,Automobile,3.7,501-1k Employees,Bangalore/Bengaluru +4 more
3857,Zee Learn,Education & Training,3.6,201-500 Employees,7 years old
3858,Tata Housing Development Company,Real Estate,3.9,1k-5k Employees,39 years old
3859,Faasos Food Services,Internet,3.7,1k-5k Employees,13 years old
3860,Bliss Gvs Pharma,Pharma,3.9,501-1k Employees,39 years old
3861,Organic India,FMCG,4.1,501-1k Employees,Delhi/NCR +36 more
3862,K D Hospital,11-50 Employees,4.6,5 years old,
3863,Wirtgen India,Industrial Machinery,4.0,501-1k Employees,Pune +23 more
3864,Claris Lifesciences Ahmedabad,Healthcare,3.9,1k-5k Employees,24 years old
3865,Cure foods,Fitness & Wellness,3.9,501-1k Employees,7 years old
3866,PSA AVTEC Powertrain,Auto Components,3.5,51-200 Employees,Hosur +5 more
3867,SSF PLASTICS,Petrochemicals,3.8,501-1k Employees,Mumbai +10 more
3868,Teachmint,EdTech,3.6,501-1k Employees,3 years old
3869,Freecharge,FinTech,3.8,501-1k Employees,13 years old
3870,Civica India,IT Services & Consulting,4.0,1k-5k Employees,London
3871,Diverse Lynx,IT Services & Consulting,3.6,51-200 Employees,Princeton +10 more
3872,Vcs Quality Services,Oil & Gas,4.3,51-200 Employees,Mumbai +33 more
3873,Jayashree Polymers,Auto Components,3.5,201-500 Employees,Pune +7 more
3874,Brawn Laboratories,Healthcare,3.6,501-1k Employees,Delhi/NCR +9 more
3875,Softcell Technologies,IT Services & Consulting,4.0,501-1k Employees,Mumbai +13 more
3876,CPA Global,IT Services & Consulting,3.9,1k-5k Employees,St Helier +4 more
3877,Zee Media Corporation,Media & Entertainment,3.6,1k-5k Employees,24 years old
3878,Tops Security,Law Enforcement & Security,4.0,51-200 Employees,Mumbai +26 more
3879,Welspun Global Brands,Fashion & Textile,3.7,10k-50k Employees (Global),23 years old
3880,Zee Media Corporation,Media & Entertainment,3.6,1k-5k Employees,24 years old
3881,Jayashree Polymers,Auto Components,3.5,201-500 Employees,Pune +7 more
3882,Softcell Technologies,IT Services & Consulting,4.0,501-1k Employees,Mumbai +13 more
3883,Maxicus,51-200 Employees,4.0,20 years old,
3884,Brawn Laboratories,Healthcare,3.6,501-1k Employees,Delhi/NCR +9 more
3885,Vcs Quality Services,Oil & Gas,4.3,51-200 Employees,Mumbai +33 more
3886,Rinder India,Automobile,3.9,201-500 Employees,Pune +7 more
3887,The New India Assurance Co.,Insurance,4.3,10k-50k Employees,104 years old
3888,Zeta,Emerging Technologies,3.4,501-1k Employees,8 years old
3889,Empower Pragati,Education & Training,3.2,201-500 Employees,Delhi/NCR +50 more
3890,Geetanjali Medical College and Hospital,Healthcare,4.4,1k-5k Employees,Udaipur +16 more
3891,Thermax Babcock Wilcox Energy Solutions,Oil & Gas,4.0,51-200 Employees,Pune +15 more
3892,ICICI Merchant Service,Banking,3.8,501-1k Employees,Mumbai +45 more
3893,Swiss Re,Insurance,4.0,1k-5k Employees,160 years old
3894,DSM Infocom,IT Services & Consulting,2.6,1k-5k Employees,Heerlen +38 more
3895,Hindustan Latex Family Planning Promotion Trust,Healthcare,3.6,1k-5k Employees,Noida +46 more
3896,Allegis Global Solutions,Recruitment,3.7,501-1k Employees,Hanover +10 more
3897,PPD,Pharma,4.2,1k-5k Employees,Waltham +8 more
3898,Anu Industries,Packaging,3.5,201-500 Employees,Delhi/NCR +12 more
3899,Msn Life Sciences,Chegunta +6 more,4.3,,
3900,Insecticides India,Agro Chemicals,4.5,1k-5k Employees,21 years old
3901,ISRO Satellite Center,Defence & Aerospace,4.5,10k-50k Employees,Bengaluru +13 more
3902,Innoviti Technologies Private Limited,IT Services & Consulting,3.5,201-500 Employees,Bangalore +29 more
3903,Qatar Petroleum,Oil & Gas,4.3,501-1k Employees,Doha +10 more
3904,Presto Infosolutions,Hardware & Networking,3.9,501-1k Employees,Delhi/NCR +37 more
3905,Raksha TPA,Insurance,3.7,201-500 Employees,Delhi/NCR +19 more
3906,Citrix,Software Product,4.0,1k-5k Employees,34 years old
3907,CEC International,Engineering & Construction,4.5,201-500 Employees,Taipei +14 more
3908,Shaw Toyota,Automobile,4.8,11-50 Employees,Pune +1 more
3909,Ambit Finvest,51-200 Employees,4.1,Mumbai +46 more,
3910,Protiviti,Management Consulting,3.5,1k-5k Employees,Menlo Park +13 more
3911,Kent plc,Oil & Gas,4.4,501-1k Employees,Dubai +14 more
3912,Purplle.com,Beauty & Personal Care,3.9,201-500 Employees,12 years old
3913,PowerSchool India,Education & Training,4.1,501-1k Employees,Folsom +2 more
3914,Vashi Integrated Solutions Limited,Industrial Machinery,4.1,501-1k Employees,Mumbai +18 more
3915,Garden Silk Mills,Fashion & Textile,3.9,1k-5k Employees,44 years old
3916,Dbs Mintek,Financial Services,3.3,1k-5k Employees,15 years old
3917,Equinox Labs,Other,3.9,51-200 Employees,Mumbai +10 more
3918,Vacmet India,Packaging,4.1,501-1k Employees,30 years old
3919,Franchise India Brands,Marketing & Advertising,2.3,201-500 Employees,New Delhi +20 more
3920,Acg Pam Pharma Technologies,Packaging,4.0,1k-5k Employees,Mumbai +8 more
3921,Avis,Internet,3.8,1k-5k Employees,Parsippany +18 more
3922,R.K.M Powergen,Power,3.9,201-500 Employees,Chennai +11 more
3923,Brink's,Logistics,4.3,201-500 Employees,Farmers Branch +29 more
3924,Vashi Integrated Solutions Limited,Industrial Machinery,4.1,501-1k Employees,Mumbai +18 more
3925,Vacmet India,Packaging,4.1,501-1k Employees,30 years old
3926,Parle Elizabeth Tools,Industrial Machinery,3.8,201-500 Employees,Mumbai +9 more
3927,Dbs Mintek,Financial Services,3.3,1k-5k Employees,15 years old
3928,PaySquare Consultancy,Recruitment,4.0,201-500 Employees,Pune +7 more
3929,Garden Silk Mills,Fashion & Textile,3.9,1k-5k Employees,44 years old
3930,doodleblue innovation,IT Services & Consulting,4.4,501-1k Employees,Chennai +2 more
3931,Radheya Machining,Industrial Machinery,3.8,51-200 Employees,Pune +11 more
3932,Qentelli,IT Services & Consulting,4.2,501-1k Employees,Dallas
3933,ARCADIS,Engineering & Construction,4.3,10k-50k Employees,14 years old
3934,Edureka,EdTech,3.5,501-1k Employees,Bangalore +12 more
3935,SBI Capital Markets,501-1k Employees,3.6,Public,Mumbai +51 more
3936,Lam Research,Semiconductors,3.9,1k-5k Employees,43 years old
3937,Polyhose,Industrial Machinery,3.8,201-500 Employees,Chennai +10 more
3938,La-Gajjar Machineries,Electronics Manufacturing,4.1,51-200 Employees,Ahmedabad +24 more
3939,Danone Foods Beverages,Food Processing,3.5,501-1k Employees,104 years old
3940,Autocomp Corporation Panse,Auto Components,3.6,51-200 Employees,Pune +5 more
3941,Tokai Rubber Auto Parts India,Industrial Machinery,3.9,51-200 Employees,Bangalore/Bengaluru +6 more
3942,Gravita,Metals & Mining,4.3,201-500 Employees,31 years old
3943,Jodas Expoim,Pharma,3.5,201-500 Employees,Hyderabad/Secunderabad +5 more
3944,Deen Dayal Upadhyaya Grameen Kaushalya Yojana,Government,4.0,501-1k Employees,9 years old
3945,Nyati Group,Real Estate,4.0,501-1k Employees,Pune +8 more
3946,B4S Solutions,Law Enforcement & Security,3.9,11-50 Employees,Ghaziabad +40 more
3947,TRINAMIX,IT Services & Consulting,4.4,201-500 Employees,San Jose +4 more
3948,CapeStart,IT Services & Consulting,4.7,201-500 Employees,Cambridge +3 more
3949,Opporture,Marketing & Advertising,4.9,201-500 Employees,
3950,ShopX,Internet,4.4,201-500 Employees,8 years old
3951,Mayoor School,Education & Training,4.7,51-200 Employees,Noida +7 more
3952,Lumax Auto Technologies Ltd,Auto Components,4.1,501-1k Employees,Delhi/NCR +13 more
3953,Charak Pharma,Healthcare,4.1,501-1k Employees,Mumbai +31 more
3954,Inventys Research,Chemicals,4.4,51-200 Employees,Mumbai +3 more
3955,SLK Global Solutions,Bengaluru/Bangalore +6 more,4.1,,
3956,Wanbury,Pharma,3.5,1k-5k Employees,35 years old
3957,Pace Power Systems,Electrical Equipment,3.7,501-1k Employees,Bangalore/Bengaluru +37 more
3958,Chandan Steel,Metals & Mining,3.4,11-50 Employees,54 years old
3959,Al-Futtaim Group,Retail,4.3,501-1k Employees,93 years old
3960,Charak Pharma,Healthcare,4.1,501-1k Employees,Mumbai +31 more
3961,Mayoor School,Education & Training,4.7,51-200 Employees,Noida +7 more
3962,ShopX,Internet,4.4,201-500 Employees,8 years old
3963,Al-Futtaim Group,Retail,4.3,501-1k Employees,93 years old
3964,Common Service Centres,Government,4.3,201-500 Employees,New Delhi +73 more
3965,CR Asia,Oil & Gas,4.0,201-500 Employees,Bangkok +10 more
3966,Stelmec,Electronics Manufacturing,3.5,501-1k Employees,39 years old
3967,Chandan Steel,Metals & Mining,3.4,11-50 Employees,54 years old
3968,Binary Semantics,IT Services & Consulting,3.9,501-1k Employees,Gurugram +7 more
3969,Paperchase Accountancy,1k-5k Employees,3.6,34 years old,
3970,Fortune Park Hotels,Hospitality,3.9,5k-10k Employees (Global),Gurgaon +34 more
3971,Amrutanjan Health Care,Pharma,4.1,1k-5k Employees,130 years old
3972,Feedback Energy Distribution Company,Power,3.7,201-500 Employees,Gurgaon/Gurugram +31 more
3973,The Fern Residency,Hospitality,3.8,501-1k Employees,Mumbai +38 more
3974,Som Autotech,Auto Components,3.8,201-500 Employees,Aurangabad +10 more
3975,NXP Semiconductors,Semiconductors,4.1,1k-5k Employees,54 years old
3976,TomTom,IT Services & Consulting,4.1,501-1k Employees,32 years old
3977,Aditya Birla Housing Finance,Mumbai +57 more,4.0,,
3978,GlobalStep,IT Services & Consulting,3.3,501-1k Employees,Dallas +3 more
3979,HMEL,Oil & Gas,4.3,1k-5k Employees,Noida +9 more
3980,Lapiz Digital Services,BPO,3.3,501-1k Employees,Chennai +3 more
3981,IBM Info Services,IT Services & Consulting,4.2,501-1k Employees,Chennai +20 more
3982,Drake & Scull International PJSC,Engineering & Construction,3.9,51-200 Employees,Dubai +13 more
3983,Guiltfree Industries,FMCG,3.5,201-500 Employees,7 years old
3984,Sakata Inx,Chemicals,4.1,501-1k Employees,Gurgaon/Gurugram +10 more
3985,Tekion,Internet,3.0,1k-5k Employees,7 years old
3986,Freelancer.com,10k-50k Employees,4.3,12 years old,
3987,CityMall,Internet,3.4,1k-5k Employees,4 years old
3988,BMW,Automobile,4.2,1k-5k Employees,107 years old
3989,MAN Truck & Bus,Automobile,3.9,201-500 Employees,Munich +16 more
3990,ITC Limited - Paperboards Specialty Papers Division,Packaging,3.9,501-1k Employees,
3991,Kamineni Hospitals,Healthcare,3.7,1k-5k Employees,Hyderabad/Secunderabad +4 more
3992,Nippon Express,Logistics,4.3,501-1k Employees,76 years old
3993,iBall,Consumer Electronics & Appliances,3.6,501-1k Employees,Mumbai +36 more
3994,VisionTek,Telecom,3.9,501-1k Employees,Hyderabad/Secunderabad +21 more
3995,Teleone,Internet,3.8,501-1k Employees,Delhi/NCR +16 more
3996,Birla white,Building Material,4.1,1-10 Employees,Mumbai +52 more
3997,Aegis Logistics,Oil & Gas,3.7,1k-5k Employees,67 years old
3998,Hindustan Pencils,FMCG,4.2,201-500 Employees,Mumbai +40 more
3999,Paul Merchants,NBFC,4.3,1k-5k Employees,39 years old
4000,Rashtriya Chemicals and Fertilizers,Agro Chemicals,4.2,1k-5k Employees,56 years old
4001,IDMC,Industrial Machinery,3.9,501-1k Employees,Vitthal Udyognagar +10 more
4002,Konica Minolta,Industrial Machinery,4.1,501-1k Employees,Gurgaon/Gurugram +27 more
4003,Casio India Company,Consumer Electronics & Appliances,2.8,501-1k Employees,Delhi/NCR +20 more
4004,Shubhalakshmi Polyesters,Fashion & Textile,3.8,501-1k Employees,44 years old
4005,Netenrich Technologies,Software Product,3.9,501-1k Employees,San Jose +5 more
4006,Walsons Facility Solutions,Recruitment,3.9,5k-10k Employees,27 years old
4007,Piramal Foundation,Non-Profit,4.2,11-50 Employees,Mumbai +43 more
4008,ABCD,Education & Training,3.9,201-500 Employees,
4009,ONPASSIVE,IT Services & Consulting,3.6,201-500 Employees,Orlando +6 more
4010,Niine,Beauty & Personal Care,3.9,51-200 Employees,Gurgaon +46 more
4011,Softtek,IT Services & Consulting,4.1,501-1k Employees,Monterrey +5 more
4012,CANTABIL RETAIL INDIA,Fashion & Textile,4.1,1k-5k Employees,23 years old
4013,Trantor,IT Services & Consulting,3.4,501-1k Employees,Menlo Park +4 more
4014,SRM Technologies Pvt.Ltd,IT Services & Consulting,3.6,501-1k Employees,25 years old
4015,Trivitron Healthcare,Medical Equipment,3.7,501-1k Employees,Chennai +16 more
4016,RND Softech,BPO,3.7,1k-5k Employees,Coimbatore +2 more
4017,e-Procurement Technologies,IT Services & Consulting,3.3,501-1k Employees,Ahmedabad +16 more
4018,Teleindia Networks,Telecom,4.0,51-200 Employees,Bangalore/Bengaluru +18 more
4019,ICICI Direct,Financial Services,3.8,201-500 Employees,Mumbai +51 more
4020,Sraco,Engineering & Construction,4.0,10k-50k Employees (Global),Dammam +14 more
4021,CBSI,Recruitment,3.9,501-1k Employees,Bangalore/Bengaluru +11 more
4022,Duroflex,501-1k Employees,4.1,60 years old,
4023,Flexituff Ventures International,Packaging,3.7,51-200 Employees,57 years old
4024,Kanwar Enterprises,Engineering & Construction,3.3,201-500 Employees,Noida +21 more
4025,Ritz-Carlton,Hospitality,4.0,501-1k Employees,Maryland +14 more
4026,Regency Hospital,Healthcare,4.2,1k-5k Employees,Kanpur +5 more
4027,Nuberg Engineering,Oil & Gas,3.4,201-500 Employees,Noida +9 more
4028,Grassroots BPO,BPO,3.9,501-1k Employees,Bangalore/Bengaluru +6 more
4029,Assimilate Solutions,BPO,3.7,1k-5k Employees,Tucson +7 more
4030,Motherson Sumi Wiring,Building Material,4.0,Fortune India 500,
4031,ESAF CO-OPERATIVE,Financial Services,3.6,10k-50k Employees,Thrissur +71 more
4032,Atomberg Technologies,Consumer Electronics & Appliances,4.2,201-500 Employees,11 years old
4033,APOLLO POWER SYSTEMS,Electrical Equipment,4.2,1k-5k Employees,Bangalore/Bengaluru +8 more
4034,State Street Global Advisors,Investment Banking / Venture Capital / Private Equity,3.9,1k-5k Employees (Global),Boston +4 more
4035,Indian Steel Corporation,Iron & Steel,4.0,1k-5k Employees,19 years old
4036,Health & Glow,Beauty & Personal Care,4.1,201-500 Employees,Bangalore/Bengaluru +11 more
4037,UGC Supply Chain Solutions,Logistics,3.7,11-50 Employees,Pune +18 more
4038,LKQ INDIA,Auto Components,4.0,501-1k Employees,25 years old
4039,Avalara Technologies,IT Services & Consulting,4.1,201-500 Employees,Seattle +5 more
4040,GITAM University,Education & Training,4.1,1k-5k Employees,43 years old
4041,RMC Readymix,Building Material,3.9,501-1k Employees,Mumbai +37 more
4042,Ck Birla Hospitals,Healthcare,4.0,201-500 Employees (Global),Kolkata +4 more
4043,Advanced Micro Devices,Semiconductors,3.9,1k-5k Employees,54 years old
4044,General Energy Management Systems,Industrial Machinery,3.8,501-1k Employees,Noida +35 more
4045,Indo Amines,Chemicals,3.4,201-500 Employees,44 years old
4046,Towell Engineering Group,Engineering & Construction,3.8,51-200 Employees,Muscat +9 more
4047,PIT Solutions,IT Services & Consulting,4.6,501-1k Employees,Rapperswil-Jona +1 more
4048,Star Engineers India,Auto Components,3.3,1k-5k Employees,Pune +10 more
4049,NIKE,Internet,4.4,501-1k Employees,59 years old
4050,Advids,Marketing & Advertising,3.7,201-500 Employees,Palo Alto +10 more
4051,Scaleneworks,Recruitment,3.5,501-1k Employees,Bangalore +17 more
4052,Ciron Drugs & Pharmaceuticals,Healthcare,3.2,51-200 Employees,Mumbai +10 more
4053,Ninestars Information Technologies,IT Services & Consulting,3.4,501-1k Employees,Bangalore +9 more
4054,Vulcan Express,Logistics,4.2,1-10 Employees,Gurgaon +39 more
4055,Outworx Solutions,IT Services & Consulting,3.6,1k-5k Employees,San Jose +16 more
4056,Vishay Components,Electronics Manufacturing,4.2,201-500 Employees,Search ResultsWeb resultsMalvern +6 more
4057,"Apollo Gleneagles Hospitals, Kolkata",Healthcare,4.1,501-1k Employees,Kolkata +1 more
4058,Amelia Global Services,Bengaluru/Bangalore +4 more,3.1,,
4059,Rainbow Hospital,Healthcare,3.9,1k-5k Employees,Hyderabad +10 more
4060,MBL Infrastructure Limited,Engineering & Construction,3.8,201-500 Employees,28 years old
4061,Advanced Micro Devices,Semiconductors,3.9,1k-5k Employees,54 years old
4062,Ciron Drugs & Pharmaceuticals,Healthcare,3.2,51-200 Employees,Mumbai +10 more
4063,RMC Readymix,Building Material,3.9,501-1k Employees,Mumbai +37 more
4064,Apcer Life Sciences,Clinical Research,3.4,51-200 Employees,Princeton +1 more
4065,TresVista,Financial Services,3.2,1k-5k Employees,Mumbai +6 more
4066,TATWA Technologies,IT Services & Consulting,3.7,1k-5k Employees,Bhubaneswar +7 more
4067,Amelia Global Services,Bengaluru/Bangalore +4 more,3.1,,
4068,Balajee Group,Engineering & Construction,4.0,51-200 Employees,Mumbai +28 more
4069,OnMobile Global,Telecom,3.8,201-500 Employees,Bangalore +13 more
4070,GlobusSoft,IT Services & Consulting,4.3,51-200 Employees,Bhilai/Bhillai +4 more
4071,Sun Vacuum Formers,Auto Components,4.0,51-200 Employees,Delhi/NCR +6 more
4072,Skillmine Technology Consulting,IT Services & Consulting,4.2,501-1k Employees,Bangalore/Bengaluru +9 more
4073,Nisa Industrial Services,Law Enforcement & Security,4.0,51-200 Employees,Mumbai +34 more
4074,Evoke Technologies,IT Services & Consulting,3.9,501-1k Employees,Dayton +2 more
4075,E2logy Software Solutions,IT Services & Consulting,4.7,51-200 Employees,Ahmedabad +2 more
4076,Klaus IT Solutions,IT Services & Consulting,3.7,201-500 Employees,Bangalore/Bengaluru +6 more
4077,Impresario Entertainment & Hospitality,Travel & Tourism,3.8,1k-5k Employees,Mumbai +14 more
4078,Touchstone Educationals,Education & Training,3.3,10k-50k Employees,Chandigarh +26 more
4079,Toyota Material Handling,Industrial Machinery,3.8,201-500 Employees,Gurgaon/Gurugram +22 more
4080,Special Technical Services,Oil & Gas,4.3,201-500 Employees,Muscat +10 more
4081,Teamspace Financial Services,Financial Services,4.1,201-500 Employees,Mumbai +57 more
4082,Accutest Research Laboratories,Clinical Research,3.9,201-500 Employees,Navi Mumbai +5 more
4083,Integrated Wireless Solutions,Telecom,3.7,501-1k Employees,Noida +33 more
4084,Singareni Collieries Company,Metals & Mining,4.2,10k-50k Employees,103 years old
4085,Travelex,Financial Services,3.6,501-1k Employees,London +7 more
4086,Pharmarack Technologies,IT Services & Consulting,3.8,51-200 Employees,8 years old
